LncRNA	GenBank	GenBank Link	NONCODE ID	NONCODE Link	Phenotype	OMIM ID	OMIM Link	Enviromental Factor (EF)	KEGG Entry	KEGG Link	DrugBank Entry	DrugBank Link	ChEBI Entry	ChEBI Link	Condition of EF	Sample	Species	Evidence	PubMed ID	PumMed Link		
PANDA	JF803844.1	https://www.ncbi.nlm.nih.gov/nuccore/JF803844.1	NONHSAT209051.1	http://www.noncode.org/show_rna.php?id=NONHSAT209051&version=1&utd=1#	Skin Lesions	N/A	N/A	Arsenic	C06269	http://www.genome.jp/dbget-bin/www_bget?cpd:C06269	N/A	N/A	27563	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:27563	Arsenic exposure	workers in  arsenic plants	Human	The decrease of?¡÷¡÷Ct values is statistically significant for Linc p21, MEG3, PANDA in the two exposure groups, and?HOTAIR?and?MALAT1?only in workers of A plant (P?<?0.05).?	26772154	https://www.ncbi.nlm.nih.gov/pubmed/?term=26772154		
PANDA	JF803844.1	https://www.ncbi.nlm.nih.gov/nuccore/JF803844.1	NONHSAT209051.1	http://www.noncode.org/show_rna.php?id=NONHSAT209051&version=1&utd=1#	Cancer	N/A	N/A	Low-dose ionizing radiation (LDIR)	N/A	N/A	N/A	N/A	N/A	N/A	LDIR exposure (gamma rays at a dose rate of 0.0082 Gy/s)?	MDA-MB-361, HEK293, U2OS, T47D, and HUVEC cell lines	Human	LncRNAs?BC036914,PANDA,?BX647881, and?PARTICLE?showed significantly enhanced transcription following irradiation.	25900080	https://www.ncbi.nlm.nih.gov/pubmed/?term=25900080		
PANDAR	NR_109836.1	https://www.ncbi.nlm.nih.gov/nuccore/NR_109836.1	N/A	N/A	Colorectal Cancer	114500	http://www.omim.org/entry/114500?search=Colon%20Cancer&highlight=colonic%20colon%20cancerous%20cancer	Curcumin	C10443	http://www.kegg.jp/dbget-bin/www_bget?C10443	DB11672	https://www.drugbank.ca/drugs/DB11672	3962	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=3962	Curcumin treatment	DLD-1, SW620, and HCT116 cell lines	Human	Expression of PANDAR was increased in curcumin-treated CRC cells.	28176943	https://www.ncbi.nlm.nih.gov/pubmed/?term=28176943		
PARTICLE	NR_038942.1	https://www.ncbi.nlm.nih.gov/nuccore/NR_038942.1	N/A	N/A	Cancer	N/A	N/A	Low-dose ionizing radiation (LDIR)	N/A	N/A	N/A	N/A	N/A	N/A	LDIR exposure (gamma rays at a dose rate of 0.0082 Gy/s)?	MDA-MB-361, HEK293, U2OS, T47D, and HUVEC cell lines	Human	LncRNAs?BC036914,PANDA,?BX647881, and?PARTICLE?showed significantly enhanced transcription following irradiation.	25900080	https://www.ncbi.nlm.nih.gov/pubmed/?term=25900080		
PBX4	N/A	N/A	NONHSAT180246.1	http://www.noncode.org/show_rna.php?id=NONHSAT180246&version=1&utd=1#	Colon Cancer	114500	http://www.omim.org/entry/114500?search=Colon%20Cancer&highlight=colonic%20colon%20cancerous%20cancer	Vincristine	D08679	http://www.genome.jp/dbget-bin/www_bget?drug:D08679	DB00541	https://www.drugbank.ca/drugs/DB00541	28445	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=28445	Vincristine treatment	HCT-8 cell line	Human	up-regulated	26164760	https://www.ncbi.nlm.nih.gov/pubmed/?term=26164760		
PCAT-1	NR_045262.1	https://www.ncbi.nlm.nih.gov/nuccore/NR_045262.1	NONHSAT129015.2	http://www.noncode.org/show_rna.php?id=NONHSAT129015&version=2&utd=1#	Prostate Cancer	176807	http://www.omim.org/entry/176807?search=Prostate%20Cancer&highlight=prostatic%20prostate%20cancerous%20cancer	Olaparib	D09730	http://www.genome.jp/dbget-bin/www_bget?drug:D09730	DB09074	https://www.drugbank.ca/drugs/DB09074	83766	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=83766	Olaparib treatment (25uM)	LNCaP, Du145, and RWPE cell lines	Human	Following treatment with two PARP1 inhibitors (Olaparib or ABT-888), knockdown of?PCAT-1?in LNCaP cells prevented cell death, whereas overexpression of?PCAT-1?in Du145 and RWPE prostate cells increased cell death in response to PARP inhibition.?	24473064	https://www.ncbi.nlm.nih.gov/pubmed/?term=24473064		
PCAT-1	NR_045262.1	https://www.ncbi.nlm.nih.gov/nuccore/NR_045262.1	NONHSAT129015.2	http://www.noncode.org/show_rna.php?id=NONHSAT129015&version=2&utd=1#	Prostate Cancer	176807	http://www.omim.org/entry/176807?search=Prostate%20Cancer&highlight=prostatic%20prostate%20cancerous%20cancer	ABT-888	D09692	http://www.genome.jp/dbget-bin/www_bget?drug:D09692	N/A	N/A	62880	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:62880	ABT-888 (100uM)	LNCaP, Du145, and RWPE cell lines	Human	Following treatment with two PARP1 inhibitors (Olaparib or ABT-888), knockdown of?PCAT-1?in LNCaP cells prevented cell death, whereas overexpression of?PCAT-1?in Du145 and RWPE prostate cells increased cell death in response to PARP inhibition.?	24473064	https://www.ncbi.nlm.nih.gov/pubmed/?term=24473064		
PCAT-1	NR_045262.1	https://www.ncbi.nlm.nih.gov/nuccore/NR_045262.1	NONHSAT129015.2	http://www.noncode.org/show_rna.php?id=NONHSAT129015&version=2&utd=1#	Prostate Cancer	176807	http://www.omim.org/entry/176807?search=Prostate%20Cancer&highlight=prostatic%20prostate%20cancerous%20cancer	Ionizing Radiation	N/A	N/A	N/A	N/A	N/A	N/A	Ionizing Radiation treatment (4 Gy)	LNCaP, Du145, and RWPE cell lines	Human	PCAT-1?expression led to decreased cell survival in Du145 and RWPE cells, whereasPCAT-1?knockdown increased LNCaP cell survival.	24473064	https://www.ncbi.nlm.nih.gov/pubmed/?term=24473064		
PCAT-29	N/A	N/A	N/A	N/A	Obesity	601665	http://www.omim.org/entry/601665?search=Obesity&highlight=obesity	High Stability Fucoxanthin (HS-Fx)	C08596	http://www.genome.jp/dbget-bin/www_bget?cpd:C08596	N/A	N/A	5186	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:5186	HS-Fx treatment	abdominal omental or subcutaneous adipose tissues	Human	The co-treatment of the cells with HS-Fx dramatically decreased the levels of these lncRNAs.	26057608	https://www.ncbi.nlm.nih.gov/pubmed/?term=26057608		
PCAT-29	N/A	N/A	N/A	N/A	Obesity	601665	http://www.omim.org/entry/601665?search=Obesity&highlight=obesity	Palmitic Acid (PA)	N/A	N/A	N/A	N/A	N/A	N/A	PA treatment	abdominal omental or subcutaneous adipose tissues	Human	up-regulated	26057608	https://www.ncbi.nlm.nih.gov/pubmed/?term=26057608		
PCAT-43	N/A	N/A	N/A	N/A	Obesity	601665	http://www.omim.org/entry/601665?search=Obesity&highlight=obesity	High Stability Fucoxanthin (HS-Fx)	C08596	http://www.genome.jp/dbget-bin/www_bget?cpd:C08596	N/A	N/A	5186	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:5186	HS-Fx treatment	abdominal omental or subcutaneous adipose tissues	Human	The co-treatment of the cells with HS-Fx dramatically decreased the levels of these lncRNAs.	26057608	https://www.ncbi.nlm.nih.gov/pubmed/?term=26057608		
PCAT-43	N/A	N/A	N/A	N/A	Obesity	601665	http://www.omim.org/entry/601665?search=Obesity&highlight=obesity	Palmitic Acid (PA)	N/A	N/A	N/A	N/A	N/A	N/A	PA treatment	abdominal omental or subcutaneous adipose tissues	Human	up-regulated	26057608	https://www.ncbi.nlm.nih.gov/pubmed/?term=26057608		
PCGEM1	NR_002769.1	https://www.ncbi.nlm.nih.gov/nuccore/NR_002769.1	NONHSAT076153.2	http://www.noncode.org/show_rna.php?id=NONHSAT076153&version=2&utd=1#	Prostate Cancer	176807	http://www.omim.org/entry/176807?search=Prostate%20Cancer&highlight=prostatic%20prostate%20cancerous%20cancer	Doxorubicin	C01661	http://www.kegg.jp/dbget-bin/www_bget?C01661	DB00997	https://www.drugbank.ca/drugs/DB00997	28748	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=28748	Doxorubicin treatment	LNCaP cell	Human	PCGEM1 overexpression in LNCaP cell culture model results in the inhibition of apoptosis induced by doxorubicin (DOX).	16569192	https://www.ncbi.nlm.nih.gov/pubmed/?term=16569192		
PDLIM1P1	NG_002606.5	https://www.ncbi.nlm.nih.gov/nuccore/NG_002606.5	N/A	N/A	Osteoarthritis	140600	http://www.omim.org/entry/140600?search=Osteoarthritis&highlight=osteoarthriti	Interleukin-1¦Â (IL-1¦Â)	N/A	N/A	N/A	N/A	N/A	N/A	Interleukin-1¦Â (IL-1¦Â) stimulation	patients with hip OA, knee OA and fracture of the neck of the femur without OA.	Human	up-regulated	27023358	https://www.ncbi.nlm.nih.gov/pubmed/?term=27023358		
POTEF-AS1	N/A	N/A	N/A	N/A	Prostate Cancer	176807	http://www.omim.org/entry/176807?search=Prostate%20Cancer&highlight=prostatic%20prostate%20cancerous%20cancer	Docetaxel	C11231	http://www.kegg.jp/dbget-bin/www_bget?C11231	DB01248	https://www.drugbank.ca/drugs/DB01248	4672	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=4672	Docetaxel treatment	LNCaP cell line	Human	POTEF-AS1 promoted cell growth, repressed genes related to the Toll-like receptor signaling and apoptosis pathways, and inhibited apoptosis in docetaxel-treated LNCaP cells.	28032932	https://www.ncbi.nlm.nih.gov/pubmed/?term=28032932		
PROM1	N/A	N/A	NONHSAT095662.2	http://www.noncode.org/show_rna.php?id=NONHSAT095662&version=2&utd=1#	Head and Neck Squamous Cell Carcinoma (HNSCC)	275355	http://www.omim.org/entry/275355?search=Head%20and%20Neck%20Squamous%20Cell%20Carcinoma%20%28HNSCC%29&highlight=head%20neck%20carcinomatous%20cell%20squamous%20carcinoma%20hnscc	HPV16	N/A	N/A	N/A	N/A	N/A	N/A	HPV infection	HNSCC patients	Human	"HOTAIR, PROM1, CCAT1, and MUC19 levels, determined by qRT-PCR were
inversely correlated with MDSCs collection of HPV-associated HNSCC in 2
independent patient cohorts."	28159935	https://www.ncbi.nlm.nih.gov/pubmed/?term=28159935		
PSORS1C3	NR_026816.1	https://www.ncbi.nlm.nih.gov/nuccore/NR_026816.1	NONHSAT108735.2	http://www.noncode.org/show_rna.php?id=NONHSAT108735&version=2&utd=1#	Lung Squamous Cell Carcinoma	211980	http://www.omim.org/entry/211980?search=Lung%20Squamous%20Cell%20Carcinoma&highlight=carcinomatous%20cell%20squamous%20lung%20carcinoma%20pulmonary%20pulmonic	Cisplatin	C06911	http://www.kegg.jp/dbget-bin/www_bget?C06911	DB00515	https://www.drugbank.ca/drugs/DB00515	27899	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=27899	Cisplatin treatment	Lung SCC patients	Human	up-regulated	25250788	https://www.ncbi.nlm.nih.gov/pubmed/?term=25250788		
PTENpg1?asRNA ¦Á	BX374997.2	https://www.ncbi.nlm.nih.gov/nucest/BX374997.2	N/A	N/A	Osteosarcoma	211980	http://www.omim.org/entry/211980?search=Non-Small%20Cell%20Lung%20Cancer&highlight=non%20cancer%20nonsmall%20cell%20cancerous%20lung%20small%20pulmonary%20pulmonic	Doxorubicin	C01661	http://www.kegg.jp/dbget-bin/www_bget?C01661	DB00997	https://www.drugbank.ca/drugs/DB00997	28748	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=28748	Doxorubicin treatment	HEK293, HEK293T and U2OS cell lines	Human	Suppression of?PTENpg1?asRNA ¦Á caused a modest effect on the basal levels of cell death but clearly sensitized cells to the DNA-damaging agent doxorubicin.	23435381	https://www.ncbi.nlm.nih.gov/pubmed/?term=23435381		
PTOV1-AS1	NR_040037.1	https://www.ncbi.nlm.nih.gov/nuccore/NR_040037.1	NONHSAT067252.2	http://www.noncode.org/show_rna.php?id=NONHSAT067252&version=2&utd=1#	Head and Neck Squamous Cell Carcinoma (HNSCC)	275355	http://www.omim.org/entry/275355?search=Head%20and%20Neck%20Squamous%20Cell%20Carcinoma%20%28HNSCC%29&highlight=head%20neck%20carcinomatous%20cell%20squamous%20carcinoma%20hnscc	Human Papilloma Virus (HPV)	N/A	N/A	N/A	N/A	N/A	N/A	HPV infection	HNSCC-derived cells	Human	up-regulated	27424183	https://www.ncbi.nlm.nih.gov/pubmed/?term=27424183		
PVT1	NR_003367.3	http://www.ncbi.nlm.nih.gov/nuccore/NR_003367.3	NONHSAT129050.2	http://www.noncode.org/show_rna.php?id=NONHSAT129050&version=2&utd=1#	Bladder Carcinoma	109800	http://www.omim.org/entry/109800?search=Bladder%20Cancer&highlight=cancerous%20bladder%20cancer	Doxycycline	D07876	http://www.genome.jp/dbget-bin/www_bget?drug:D07876	DB00254	https://www.drugbank.ca/drugs/DB00254	50845	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=50845	Doxycycline treatment	T24 and 5637 cell lines	Human	The relative activity of caspase-3 was significantly increased when cells were treated with the PVT1 shRNA induced by 1 ug/ml doxycycline.?	26517688	https://www.ncbi.nlm.nih.gov/pubmed/?term=26517688		
PVT1	NR_003367.3	http://www.ncbi.nlm.nih.gov/nuccore/NR_003367.3	NONHSAT129050.2	http://www.noncode.org/show_rna.php?id=NONHSAT129050&version=2&utd=1#	Pancreatic Cancer	260350	http://www.omim.org/entry/260350?search=Pancreatic%20Cancer&highlight=pancreatic%20cancerous%20cancer%20pancreas	Gemcitabine	D02368	http://www.genome.jp/dbget-bin/www_bget?drug:D02368	DB00441	https://www.drugbank.ca/drugs/DB00441	175901	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=175901	Gemcitabine treatment	ASPC-1 cell	Human	Functional inactivation of the PVT1 gene led to enhanced Gemcitabine sensitivity in human pancreatic cancer ASPC-1 cells.	21316338	https://www.ncbi.nlm.nih.gov/pubmed/?term=21316338		
PVT1	NR_003367.3	http://www.ncbi.nlm.nih.gov/nuccore/NR_003367.3	NONHSAT129050.2	http://www.noncode.org/show_rna.php?id=NONHSAT129050&version=2&utd=1#	Gastric Cancer	613659	http://www.omim.org/entry/613659?search=Gastric%20Cancer&highlight=gastric%20cancerous%20cancer	Cisplatin	C06911	http://www.kegg.jp/dbget-bin/www_bget?C06911	DB00515	https://www.drugbank.ca/drugs/DB00515	27899	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=27899	cisplatin treatment	BGC823/DDP and SGC7901/DDP cell lines	Human	BGC823/DDP and SGC7901/DDP cells transfected with PVT-1 siRNA and treated with cisplatin exhibited significant lower survival rate and high percentage of apoptotic tumor cells	25956062	https://www.ncbi.nlm.nih.gov/pubmed/?term=25956062		
PVT1	NR_003367.3	http://www.ncbi.nlm.nih.gov/nuccore/NR_003367.3	NONHSAT129050.2	http://www.noncode.org/show_rna.php?id=NONHSAT129050&version=2&utd=1#	Cervical Cancer	603956	http://www.omim.org/entry/603956?search=Cervical%20Cancer&highlight=cancerous%20cervical%20cancer	Paclitaxel	D00491	http://www.kegg.jp/dbget-bin/www_bget?D00491	DB01229	https://www.drugbank.ca/drugs/DB01229	45863	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=45863	paclitaxel treatment	CaSki cell line	Human	PVT1 could inhibit paclitaxel (PTX) induced epithelial-to-mesenchymal transition (EMT) and also sensitize CaSki cells to PTX.	28296507	https://www.ncbi.nlm.nih.gov/pubmed/?term=28296507		
PVT1	NR_003367.3	http://www.ncbi.nlm.nih.gov/nuccore/NR_003367.3	NONHSAT129050.2	http://www.noncode.org/show_rna.php?id=NONHSAT129050&version=2&utd=1#	Asthma	600807	http://www.omim.org/entry/600807?search=asthma&highlight=asthma	Dexamethasone	D00292	http://www.genome.jp/dbget-bin/www_bget?drug:D00292	DB01234	https://www.drugbank.ca/drugs/DB01234	41879	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=41879	Dexamethasone +?FCS treatment	ASM cells	Human	up-regulated	24886442	https://www.ncbi.nlm.nih.gov/pubmed/?term=24886442		
PVT1	NR_003367.3	http://www.ncbi.nlm.nih.gov/nuccore/NR_003367.3	NONHSAT129050.2	http://www.noncode.org/show_rna.php?id=NONHSAT129050&version=2&utd=1#	Cardiac Hypertrophy	192600	http://www.omim.org/entry/192600?search=Cardiac%20Hypertrophy&highlight=cardiac%20hypertrophy	Angitension II	N/A	N/A	N/A	N/A	N/A	N/A	Angitension II treatment	C57BL/6 mice	Mouse	Ang II stimulation induced significantly increased (P?< 0.05) expression of PVT1 compared to starvation group?	26045764	https://www.ncbi.nlm.nih.gov/pubmed/?term=26045764		
PVT1	NR_003367.3	http://www.ncbi.nlm.nih.gov/nuccore/NR_003367.3	NONHSAT129050.2	http://www.noncode.org/show_rna.php?id=NONHSAT129050&version=2&utd=1#	Ovarian Cancer	211980	http://www.omim.org/entry/211980?search=Non-Small%20Cell%20Lung%20Cancer&highlight=non%20cancer%20nonsmall%20cell%20cancerous%20lung%20small%20pulmonary%20pulmonic	Carboplatin-docetaxel	N/A	N/A	N/A	N/A	N/A	N/A	Carboplatin-docetaxel treatment	3AO cell lines	Human	The expression of PVT1 positively correlates with anticancer action of carboplatin plus docetaxel.	26097562	https://www.ncbi.nlm.nih.gov/pubmed/?term=26097562		
PVT1	NR_003367.3	http://www.ncbi.nlm.nih.gov/nuccore/NR_003367.3	NONHSAT129050.2	http://www.noncode.org/show_rna.php?id=NONHSAT129050&version=2&utd=1#	Asthma	600807	http://www.omim.org/entry/600807?search=asthma&highlight=asthma	Foetal Calf Serum (FCS)	N/A	N/A	N/A	N/A	N/A	N/A	FCS treatment	ASM cells	Human	up-regulated	24886442	https://www.ncbi.nlm.nih.gov/pubmed/?term=24886442		
PVT1	NR_003367.3	http://www.ncbi.nlm.nih.gov/nuccore/NR_003367.3	NONHSAT129050.2	http://www.noncode.org/show_rna.php?id=NONHSAT129050&version=2&utd=1#	acute kidney injury (AKI)	N/A	N/A	Lipopolysaccharide (LPS)?	C00338	http://www.genome.jp/dbget-bin/www_bget?cpd:C00338	N/A	N/A	16412	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16412	lipopolysaccharide stimulation	in HK-2 cell line	Human	Cell viability was remarkably decreased and cell apoptosis rate was increased in LPS-induced cells with pc-PVT1	28391160	https://www.ncbi.nlm.nih.gov/pubmed/?term=28391160		
R05532	N/A	N/A	N/A	N/A	Colorectal Cancer	114500	http://www.omim.org/entry/114500?search=Colon%20Cancer&highlight=colonic%20colon%20cancerous%20cancer	Radiation	N/A	N/A	N/A	N/A	N/A	N/A	Radiation treatment	HT29, SW480, RKO, Lovo and HCT116 cell lines	Human	R05532, NR_015441, and NR_033374 were positively correlated with radiation resistance(all P < 0.01).	25421768	https://www.ncbi.nlm.nih.gov/pubmed/?term=25421768		
Risa	N/A	N/A	N/A	N/A	Insulin-Resistance-Related Disease	N/A	N/A	Insulin	N/A	N/A	N/A	N/A	5931	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:5931	Insulin treatment	C57BL/6 and ob/ob mice	Mouse	Tail vein injection of adenovirus to knock down Risa enhanced insulin sensitivity and hepatic autophagy in both C57BL/6 and ob/ob mice.	27251173	https://www.ncbi.nlm.nih.gov/pubmed/?term=27251173		
ROR	N/A	N/A	NONHSAT059436.2	http://www.noncode.org/show_rna.php?id=NONHSAT059436&version=2&utd=1#	Pancreatic Cancer	260350	http://www.omim.org/entry/260350?search=Pancreatic%20Cancer&highlight=pancreatic%20cancerous%20cancer%20pancreas	Gemcitabine	D02368	http://www.genome.jp/dbget-bin/www_bget?drug:D02368	DB00441	https://www.drugbank.ca/drugs/DB00441	175901	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=175901	Gemcitabine treatment	PANC-1 and MIAPaCa-2 cell lines	Human	Linc-ROR siRNA significantly sensitized PANC-1 and MIAPaCa-2 cells to gemcitabine, while linc-ROR overexpression significantly reduced the sensitivity.	27785603	https://www.ncbi.nlm.nih.gov/pubmed/?term=27785603		
ROR	N/A	N/A	NONHSAT059436.2	http://www.noncode.org/show_rna.php?id=NONHSAT059436&version=2&utd=1#	Non-small-cell Lung Cancer	211980	http://www.omim.org/entry/211980?search=Non-Small%20Cell%20Lung%20Cancer&highlight=non%20cancer%20nonsmall%20cell%20cancerous%20lung%20small%20pulmonary%20pulmonic	Cisplatin	C06911	http://www.kegg.jp/dbget-bin/www_bget?C06911	DB00515	https://www.drugbank.ca/drugs/DB00515	27899	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=27899	Cisplatin treatment	A549/DDP cell line	Human	Long non-coding RNA ROR may affect the sensitivity of lung adenocarcinoma cells to DDP by targeting PI3K/Akt/mTOR signaling pathway.	28459375	https://www.ncbi.nlm.nih.gov/pubmed/?term=28459375		
ROR	N/A	N/A	NONHSAT059436.2	http://www.noncode.org/show_rna.php?id=NONHSAT059436&version=2&utd=1#	Breast Cancer	114480	http://www.omim.org/entry/114480?search=Breast%20Cancer&highlight=cancerous%20breast%20cancer	Tamoxifen	D08559	http://www.kegg.jp/dbget-bin/www_bget?D08559	DB00675	https://www.drugbank.ca/drugs/DB00675	41774	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=41774	Tamoxifen treatment	MCF10A, MCF7 and MDA-MB-231 cell lines	Human	Down-regulated lncRNA-ROR could inhibit the EMT of breast cancer cells and enhance the sensibility of breast cancer cells to tamoxifen.	28063065	https://www.ncbi.nlm.nih.gov/pubmed/?term=28063065		
ROR	N/A	N/A	NONHSAT059436.2	http://www.noncode.org/show_rna.php?id=NONHSAT059436&version=2&utd=1#	Breast Cancer	114480	http://www.omim.org/entry/114480?search=Breast%20Cancer&highlight=cancerous%20breast%20cancer	Tamoxifen	D08559	http://www.kegg.jp/dbget-bin/www_bget?D08559	DB00675	https://www.drugbank.ca/drugs/DB00675	41774	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=41774	Tamoxifen treatment	BT474 cell line	Human	Downregulated long non-coding RNA ROR suppressed the drug resistance to Tamoxifen.	28635401	https://www.ncbi.nlm.nih.gov/pubmed/?term=28635401		
ROR	N/A	N/A	NONHSAT059436.2	http://www.noncode.org/show_rna.php?id=NONHSAT059436&version=2&utd=1#	Lung Cancer	211980	http://www.omim.org/entry/211980?search=Lung%20Adenocarcinoma&highlight=lung%20pulmonary%20adenocarcinomatous%20adenocarcinoma%20pulmonic	Docetaxel	C11231	http://www.kegg.jp/dbget-bin/www_bget?C11231	DB01248	https://www.drugbank.ca/drugs/DB01248	4672	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=4672	Docetaxel treatment	LAD cell line	Human	ROR was upregulated in docetaxel-resistant LAD cells.	28388536	https://www.ncbi.nlm.nih.gov/pubmed/?term=28388536		
RP11-1008C21.1	N/A	N/A	NONHSAT041696.2	http://www.noncode.org/show_rna.php?id=NONHSAT041696&version=2&utd=1#	Osteoarthritis	140600	http://www.omim.org/entry/140600?search=Osteoarthritis&highlight=osteoarthriti	Interleukin-1¦Â (IL-1¦Â)	N/A	N/A	N/A	N/A	N/A	N/A	Interleukin-1¦Â (IL-1¦Â) stimulation	patients with hip OA, knee OA and fracture of the neck of the femur without OA.	Human	up-regulated	27023358	https://www.ncbi.nlm.nih.gov/pubmed/?term=27023358		
RP11-1008C21.1	N/A	N/A	NONHSAT041696.2	http://www.noncode.org/show_rna.php?id=NONHSAT041696&version=2&utd=1#	Osteoarthritis	140600	http://www.omim.org/entry/140600?search=Osteoarthritis&highlight=osteoarthriti	Interleukin-1¦Â (IL-1¦Â)	N/A	N/A	N/A	N/A	N/A	N/A	Interleukin-1¦Â (IL-1¦Â) stimulation	patients with hip OA, knee OA and fracture of the neck of the femur without OA.	Human	up-regulated	27023358	https://www.ncbi.nlm.nih.gov/pubmed/?term=27023358		
RP11-1008C21.1	N/A	N/A	NONHSAT041696.2	http://www.noncode.org/show_rna.php?id=NONHSAT041696&version=2&utd=1#	Osteoarthritis	140600	http://www.omim.org/entry/140600?search=Osteoarthritis&highlight=osteoarthriti	Interleukin-1¦Â (IL-1¦Â)	N/A	N/A	N/A	N/A	N/A	N/A	Interleukin-1¦Â (IL-1¦Â) stimulation	patients with hip OA, knee OA and fracture of the neck of the femur without OA.	Human	up-regulated	27023358	https://www.ncbi.nlm.nih.gov/pubmed/?term=27023358		
RP11-102F4.3	N/A	N/A	NONHSAT127134.2	http://www.noncode.org/show_rna.php?id=NONHSAT127134&version=2&utd=1#	Lung Squamous Cell Carcinoma	211980	http://www.omim.org/entry/211980?search=Lung%20Squamous%20Cell%20Carcinoma&highlight=carcinomatous%20cell%20squamous%20lung%20carcinoma%20pulmonary%20pulmonic	Cisplatin	C06911	http://www.kegg.jp/dbget-bin/www_bget?C06911	DB00515	https://www.drugbank.ca/drugs/DB00515	27899	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=27899	Cisplatin treatment	Lung SCC patients	Human	up-regulated	25250788	https://www.ncbi.nlm.nih.gov/pubmed/?term=25250788		
RP11-104E19.1	N/A	N/A	NONHSAT036066.2	http://www.noncode.org/show_rna.php?id=NONHSAT036066&version=2&utd=1#	Lung Squamous Cell Carcinoma	211980	http://www.omim.org/entry/211980?search=Lung%20Squamous%20Cell%20Carcinoma&highlight=carcinomatous%20cell%20squamous%20lung%20carcinoma%20pulmonary%20pulmonic	Cisplatin	C06911	http://www.kegg.jp/dbget-bin/www_bget?C06911	DB00515	https://www.drugbank.ca/drugs/DB00515	27899	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=27899	Cisplatin treatment	Lung SCC patients	Human	up-regulated	25250788	https://www.ncbi.nlm.nih.gov/pubmed/?term=25250788		
RP11-118B18.1	N/A	N/A	NONHSAT055543.2	http://www.noncode.org/show_rna.php?id=NONHSAT055543&version=2&utd=1#	Osteoarthritis	140600	http://www.omim.org/entry/140600?search=Osteoarthritis&highlight=osteoarthriti	Interleukin-1¦Â (IL-1¦Â)	N/A	N/A	N/A	N/A	N/A	N/A	Interleukin-1¦Â (IL-1¦Â) stimulation	patients with hip OA, knee OA and fracture of the neck of the femur without OA.	Human	up-regulated	27023358	https://www.ncbi.nlm.nih.gov/pubmed/?term=27023358		
RP11-118B22.4	N/A	N/A	NONHSAT026395.2	http://www.noncode.org/show_rna.php?id=NONHSAT026395&version=2&utd=1#	Osteoarthritis	140600	http://www.omim.org/entry/140600?search=Osteoarthritis&highlight=osteoarthriti	Interleukin-1¦Â (IL-1¦Â)	N/A	N/A	N/A	N/A	N/A	N/A	Interleukin-1¦Â (IL-1¦Â) stimulation	patients with hip OA, knee OA and fracture of the neck of the femur without OA.	Human	up-regulated	27023358	https://www.ncbi.nlm.nih.gov/pubmed/?term=27023358		
RP11-121L11.3	N/A	N/A	NONHSAT100126.2	http://www.noncode.org/show_rna.php?id=NONHSAT100126&version=2&utd=1#	Prostate Cancer	176807	http://www.omim.org/entry/176807?search=Prostate%20Cancer&highlight=prostatic%20prostate%20cancerous%20cancer	Dihydrotestosterone (DHT)	D07456	http://www.genome.jp/dbget-bin/www_bget?drug:D07456	DB02901	https://www.drugbank.ca/drugs/DB02901	16330	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=16330	DHT treatment	LNCaP cell line	Human	down-regulated	27556357	https://www.ncbi.nlm.nih.gov/pubmed/?term=27556357		
RP11-1223D19.1	N/A	N/A	NONHSAT073178.2	http://www.noncode.org/show_rna.php?id=NONHSAT073178&version=2&utd=1#	Lung Squamous Cell Carcinoma	211980	http://www.omim.org/entry/211980?search=Lung%20Squamous%20Cell%20Carcinoma&highlight=carcinomatous%20cell%20squamous%20lung%20carcinoma%20pulmonary%20pulmonic	Cisplatin	C06911	http://www.kegg.jp/dbget-bin/www_bget?C06911	DB00515	https://www.drugbank.ca/drugs/DB00515	27899	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=27899	Cisplatin treatment	Lung SCC patients	Human	up-regulated	25250788	https://www.ncbi.nlm.nih.gov/pubmed/?term=25250788		
